Sentence #,Word,POS,Tag
,1992,CD,O
,),-RRB-,O
,Detrital,JJ,O
,zircons,NNS,O
,have,VBP,O
,reset,VBN,O
,FT,NNP,O
,ages,NNS,O
,of,IN,O
,~,SYM,O
,14,CD,O
,Ma,NN,B-tim
,in,IN,O
,the,DT,O
,core,NN,O
,of,IN,O
,the,DT,O
,OSC,NNP,O
,",",",",O
,and,CC,O
,this,DT,O
,cooling,VBG,O
,age,NN,O
,is,VBZ,O
,related,VBN,O
,to,IN,O
,post-metamorphic,JJ,O
,cooling,NN,O
,driven,VBN,O
,by,IN,O
,erosional,JJ,B-nat
,exhumation,NN,I-nat
,.,.,O
Sentence: 4021,Detrital,JJ,O
,zircon,NN,O
,from,IN,O
,metamorphosed,VBN,O
,Eocene,NNP,B-tim
,to,TO,O
,Miocene,NNP,B-tim
,sedimentary,JJ,B-nat
,rocks,NNS,I-nat
,of,IN,O
,the,DT,O
,Taiwanese,NNP,O
,Alps,NNPS,O
,record,VB,O
,the,DT,O
,progressive,JJ,O
,north,NN,O
,-,HYPH,O
,to,IN,O
,-,HYPH,O
,south,NN,O
,exhumation,NN,O
,that,WDT,O
,has,VBZ,O
,brought,VBN,O
,meta,NN,O
,-,HYPH,O
,sediments,NNS,O
,in,IN,O
,the,DT,O
,axial,JJ,O
,spine,NN,O
,of,IN,O
,the,DT,O
,range,NN,O
,to,IN,O
,the,DT,O
,surface,NN,O
,as,IN,O
,a,DT,O
,consequence,NN,O
,of,IN,O
,the,DT,O
,ongoing,JJ,O
,oblique,JJ,O
,collision,NN,O
,between,IN,O
,the,DT,O
,Luzon,NNP,O
,arc,NN,O
,and,CC,O
,the,DT,O
,Asian,JJ,O
,mainland,NN,O
,(,-LRB-,O
,Liu,NNP,O
,et,NNP,O
,al2001,NN,O
,;,:,O
,Willett,NNP,O
,et,FW,O
,al,FW,O
,.,.,O
Sentence: 4022,The,DT,O
,Cordillera,NNP,B-nat
,Huayhuash,NNP,I-nat
,and,CC,O
,surrounding,VBG,O
,areas,NNS,O
,of,IN,O
,the,DT,O
,Puna,NNP,B-geo
,surface,NN,O
,of,IN,O
,this,DT,O
,part,NN,O
,of,IN,O
,the,DT,O
,high,JJ,O
,Andes,NNP,O
,are,VBP,O
,underlain,VBN,O
,by,IN,O
,Cretaceous,JJ,B-tim
,quartzites,NNS,O
,that,WDT,O
,have,VBP,O
,been,VBN,O
,subjected,VBN,O
,to,IN,O
,moderate,JJ,O
,temperatures,NNS,O
,for,IN,O
,long,JJ,O
,intervals,NNS,O
,of,IN,O
,time,NN,O
,and,CC,O
,therefore,RB,O
,they,PRP,O
,record,VB,O
,the,DT,O
,effects,NNS,O
,of,IN,O
,reheating,VBG,O
,and,CC,O
,prolonged,VBN,O
,cooling,NN,O
,of,IN,O
,high,JJ,O
,-,HYPH,O
,damaged,JJ,O
,zircon,NN,O
,(,-LRB-,O
,Garver,NNP,O
,et,FW,O
,al2005,FW,O
,),-RRB-,O
,.,.,O
Sentence: 4023,Bedrock,NN,B-nat
,is,VBZ,O
,dominated,VBN,O
,by,IN,O
,folded,VBN,O
,Mesozoic,JJ,B-tim
,miogeoclinal,JJ,B-nat
,rocks,NNS,I-nat
,unconformably,JJ,O
,overlain,JJ,O
,by,IN,O
,mid-Tertiary,JJ,O
,volcanics,NNS,O
,intruded,VBN,O
,by,IN,O
,late,JJ,O
,Tertiary,JJ,O
,granitic,JJ,B-nat
,rocks,NNS,I-nat
,and,CC,O
,silicic,JJ,O
,dikesIn,NN,O
,areas,NNS,O
,where,WRB,O
,the,DT,O
,rocks,NNS,B-nat
,are,VBP,O
,completely,RB,O
,unreset,JJ,O
,",",",",O
,quartzites,NNS,O
,have,VBP,O
,late,JJ,O
,Paleozoic,JJ,B-tim
,cooling,NN,O
,ages,NNS,O
,and,CC,O
,therefore,RB,O
,by,IN,O
,the,DT,O
,time,NN,O
,they,PRP,O
,were,VBD,O
,heated,VBN,O
,in,IN,O
,the,DT,O
,Tertiary,NNP,O
,",",",",O
,zircons,NNS,O
,had,VBD,O
,at,RB,O
,least,RBS,O
,200,CD,O
,to,IN,O
,300,CD,O
,m.y,NN,O
,.,.,O
Sentence: 4024,In,IN,O
,areas,NNS,O
,where,WRB,O
,the,DT,O
,rocks,NNS,O
,are,VBP,O
,completely,RB,O
,unreset,JJ,O
,",",",",O
,quartzites,NNS,O
,have,VBP,O
,late,JJ,O
,Paleozoic,JJ,B-tim
,cooling,NN,O
,ages,NNS,O
,and,CC,O
,therefore,RB,O
,by,IN,O
,the,DT,O
,time,NN,O
,they,PRP,O
,were,VBD,O
,heated,VBN,O
,in,IN,O
,the,DT,O
,Tertiary,NNP,O
,",",",",O
,zircons,NNS,O
,had,VBD,O
,at,RB,O
,least,RBS,O
,200,CD,O
,to,IN,O
,300,CD,O
,m.yof,NN,O
,accumulated,VBN,O
,radiation,NN,O
,damage,NN,O
,",",",",O
,much,RB,O
,more,RBR,O
,",",",",O
,on,IN,O
,average,JJ,O
,",",",",O
,than,IN,O
,the,DT,O
,two,CD,O
,examples,NNS,O
,highlighted,VBN,O
,above,RB,O
,.,.,O
,.,.,O
Sentence: 4025,These,DT,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,quartzites,NNS,O
,have,VBP,O
,ZFT,NN,O
,ages,NNS,O
,with,IN,O
,a,DT,O
,wide,JJ,O
,range,NN,O
,of,IN,O
,cooling,VBG,O
,ages,NNS,O
,",",",",O
,but,CC,O
,almost,RB,O
,all,DT,O
,are,VBP,O
,younger,JJR,O
,than,IN,O
,depositional,JJ,B-nat
,age,NN,I-nat
,of,IN,O
,the,DT,O
,host,NN,O
,strata,NN,O
,",",",",O
,so,RB,O
,resetting,VBG,O
,has,VBZ,O
,been,VBN,O
,pervasive,JJ,O
,(,-LRB-,O
,Fig15,NN,O
,),-RRB-,O
,.,.,O
Sentence: 4026,Lower,JJR,B-tim
,Paleozoic,JJ,I-tim
,strata,NN,O
,of,IN,O
,the,DT,O
,lower,JJR,O
,Hudson,NNP,O
,Valley,NNP,O
,in,IN,O
,New,NNP,O
,York,NNP,O
,State,NNP,B-geo
,were,VBD,O
,deposited,VBN,O
,and,CC,O
,shallowly,RB,O
,buried,VBN,O
,(,-LRB-,O
,c5,NN,B-tim
,km,NN,I-tim
,),-RRB-,O
,prior,JJ,O
,to,IN,O
,rifting,VBG,O
,of,IN,O
,the,DT,O
,North,NNP,B-geo
,Atlantic,NNP,I-geo
,and,CC,O
,associated,VBN,O
,rift,NN,O
,-,HYPH,O
,basin,NN,B-nat
,formation,NN,I-nat
,in,IN,O
,eastern,JJ,O
,North,NNP,B-geo
,America,NNP,O
,.,.,O
Sentence: 4027,Detrital,JJ,O
,zircons,NNS,O
,from,IN,O
,the,DT,O
,Ordovician,NNP,B-tim
,Austin,NNP,I-tim
,Glen,NNP,B-nat
,Formation,NN,I-nat
,and,CC,O
,the,DT,O
,Silurian,JJ,B-tim
,Shawangunk,NNP,I-tim
,Conglomerates,NNPS,B-tim
,have,VBP,O
,a,DT,O
,wide,JJ,O
,spectrum,NN,O
,of,IN,O
,cooling,VBG,O
,ages,NNS,B-nat
,",",",",O
,most,JJS,O
,of,IN,O
,which,WDT,O
,are,VBP,O
,younger,JJR,O
,than,IN,O
,depositional,JJ,B-nat
,ages,NNS,I-nat
,",",",",O
,so,RB,O
,resetting,VBG,O
,is,VBZ,O
,widespread,JJ,O
,(,-LRB-,O
,Garver,NNP,O
,et,FW,O
,al2002,FW,O
,),-RRB-,O
,.,.,O
Sentence: 4028,Cooling,VBG,O
,ages,NNS,O
,can,MD,O
,be,VB,O
,divided,VBN,O
,into,IN,O
,three,CD,O
,populations,NNS,O
,:,:,O
,a,LS,O
,),-RRB-,O
,reset,NN,O
,in,IN,O
,the,DT,O
,Early,JJ,B-tim
,Jurassic,JJ,I-tim
,(,-LRB-,O
,~,SYM,O
,185,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,;,:,O
,b,LS,O
,),-RRB-,O
,reset,NN,O
,or,CC,O
,partially,RB,O
,reset,VBN,O
,in,IN,O
,the,DT,O
,late,JJ,O
,Paleozoic,JJ,B-tim
,(,-LRB-,O
,c275,NN,O
,每,HYPH,O
,322,CD,O
,),-RRB-,O
,;,:,O
,and,CC,O
,;,:,O
,c,LS,O
,),-RRB-,O
,unreset,VB,O
,to,TO,O
,partially,RB,O
,reset,VB,O
,in,IN,O
,the,DT,O
,early,JJ,O
,Paleozoic,JJ,B-tim
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 4029,275,CD,O
,每,SYM,O
,322,CD,O
,),-RRB-,O
,;,:,O
,and,CC,O
,;,:,O
,c,LS,O
,),-RRB-,O
,unreset,VB,O
,to,TO,O
,partially,RB,O
,reset,VB,O
,in,IN,O
,the,DT,O
,early,JJ,O
,Paleozoic,JJ,B-tim
,(,-LRB-,O
,Fig16,NN,O
,),-RRB-,O
,.,.,O
Sentence: 4030,experienced,VBD,O
,an,DT,O
,Early,JJ,B-tim
,Jurassic,JJ,I-tim
,thermal,JJ,O
,event,NN,O
,",",",",O
,and,CC,O
,it,PRP,O
,would,MD,O
,appear,VB,O
,that,IN,O
,only,RB,O
,the,DT,O
,most,RBS,O
,damaged,JJ,O
,grains,NNS,O
,were,VBD,O
,resetRocks,NNPS,O
,in,IN,O
,this,DT,O
,part,NN,O
,of,IN,O
,the,DT,O
,Hudson,NNP,O
,Valley,NNP,O
,experienced,VBD,O
,temperatures,NNS,O
,of,IN,O
,~,SYM,O
,180,CD,O
,每,SYM,O
,220,CD,O
,～C,NN,O
,",",",",O
,based,VBN,O
,on,IN,O
,published,VBN,O
,vitrinite,NN,B-nat
,refl,NN,I-nat
,ectance,NN,B-nat
,",",",",O
,CAI,NNP,O
,",",",",O
,and,CC,O
,illite,NN,B-nat
,crystallinity,NN,I-nat
,values,NNS,B-nat
,.,.,O
Sentence: 4031,These,DT,O
,data,NNS,O
,suggest,VBP,O
,that,IN,O
,the,DT,O
,zircons,NNS,O
,were,VBD,O
,reset,VBN,O
,during,IN,O
,Early,JJ,B-tim
,Jurassic,JJ,I-tim
,heating,NN,O
,and,CC,O
,an,DT,O
,elevated,JJ,O
,geothermal,JJ,O
,gradient,NN,O
,of,IN,O
,~,SYM,O
,50,CD,O
,～C,NN,O
,/,SYM,O
,km,NN,O
,(,-LRB-,O
,see,VB,O
,Garver,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2002,CD,O
,),-RRB-,O
,.,.,O
,Figure,NN,O
,15,CD,O
,.,.,O
Sentence: 4032,Probability,NN,O
,density,NN,B-nat
,plots,NNS,I-nat
,of,IN,O
,unreset,NN,O
,",",",",O
,partly,RB,O
,reset,NN,B-nat
,",",",",O
,and,CC,O
,fully,RB,O
,reset,JJ,B-nat
,zircons,NNS,I-nat
,from,IN,O
,Cretaceous,JJ,B-tim
,quartzites,NNS,O
,in,IN,O
,the,DT,O
,Cordillera,NNP,B-geo
,Huayhuash,NNP,I-geo
,",",",",O
,Per迆,NNP,O
,(,-LRB-,O
,from,IN,O
,Garver,NNP,O
,et,FW,O
,alin,FW,O
,press,NN,O
,),-RRB-,O
,.,.,O
Sentence: 4033,Depositional,JJ,B-nat
,age,NN,O
,is,VBZ,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,(,-LRB-,O
,100,CD,O
,每,SYM,O
,120,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,.,.,O
,Figure,NN,O
,16,CD,O
,.,.,O
Sentence: 4034,These,DT,O
,Paleozoic,JJ,B-tim
,sandstones,NNS,O
,are,VBP,O
,inferred,VBN,O
,to,TO,O
,have,VB,O
,been,VBN,O
,heated,VBN,O
,to,IN,O
,temperatures,NNS,O
,in,IN,O
,the,DT,O
,range,NN,O
,of,IN,O
,180,CD,O
,每,SYM,O
,200,CD,O
,～C,NN,O
,during,IN,O
,the,DT,O
,thermal,JJ,O
,affects,VBZ,O
,associated,VBN,O
,with,IN,O
,opening,NN,O
,of,IN,O
,the,DT,O
,North,NNP,B-geo
,Atlantic,NNP,I-geo
,(,-LRB-,O
,Garver,NNP,O
,and,CC,O
,Bartholomew,NNP,O
,2001,CD,O
,),-RRB-,O
,.,.,O
,Depositional,JJ,O
,age,NN,B-nat
,of,IN,O
,these,DT,O
,units,NNS,O
,is,VBZ,O
,Silurian,JJ,B-tim
,and,CC,O
,Ordovician,JJ,B-tim
,",",",",O
,so,IN,O
,any,DT,O
,grain,NN,O
,with,IN,O
,a,DT,O
,possible,JJ,O
,provenance,NN,O
,age,NN,B-nat
,(,-LRB-,O
,and,CC,O
,hence,RB,O
,unreset,JJ,O
,),-RRB-,O
,falls,VBZ,O
,in,IN,O
,the,DT,O
,diagonally,RB,O
,ruled,VBN,O
,fi,NN,O
,eldSubsequent,NN,O
,heating,NN,O
,(,-LRB-,O
,gray,JJ,O
,shaded,VBN,O
,zone,NN,O
,),-RRB-,O
,apparently,RB,O
,fully,RB,O
,reset,VB,O
,a,DT,O
,number,NN,O
,of,IN,O
,grains,NNS,O
,that,WDT,O
,collectively,RB,O
,defi,VBP,O
,ne,NN,O
,cooling,VBG,O
,at,IN,O
,c,NN,O
,.,.,O
Sentence: 4035,Heating,NN,O
,occurred,VBD,O
,in,IN,O
,the,DT,O
,early,JJ,O
,Mesozoic,JJ,B-tim
,(,-LRB-,O
,MZ,NNP,O
,),-RRB-,O
,and,CC,O
,was,VBD,O
,associated,VBN,O
,with,IN,O
,the,DT,O
,opening,NN,O
,of,IN,O
,the,DT,O
,North,NNP,B-geo
,Atlantic.Shimanto,NNP,I-geo
,Belt,NNP,B-geo
,",",",",O
,SW,NNP,O
,Japan,NNP,O
,.,.,O
Sentence: 4036,They,PRP,O
,showed,VBD,O
,that,IN,O
,the,DT,O
,structurally,RB,O
,highest,JJS,O
,rocks,NNS,O
,of,IN,O
,the,DT,O
,Malaguide,NNP,O
,Complex,NNP,O
,cooled,VBD,O
,relatively,RB,O
,slowly,RB,O
,during,IN,O
,the,DT,O
,latest,JJS,O
,Oligocene,NNP,B-tim
,(,-LRB-,O
,Aquitanian,NNP,B-tim
,),-RRB-,O
,",",",",O
,while,IN,O
,deep,JJ,O
,-,HYPH,O
,seated,VBN,O
,metamorphic,JJ,B-nat
,units,NNS,I-nat
,of,IN,O
,the,DT,O
,Alpujarride,NNP,O
,complex,JJ,O
,experienced,JJ,O
,rapid,JJ,O
,cooling,NN,O
,of,IN,O
,up,RB,O
,to,IN,O
,300?C,NN,O
,/,HYPH,O
,m.ybetween,NN,O
,the,DT,O
,Burdigalian,NNP,B-tim
,to,TO,O
,Langhian,NNP,B-tim
,(,-LRB-,O
,c,NN,O
,.,.,O
Sentence: 4037,between,IN,O
,the,DT,O
,Burdigalian,NNP,B-tim
,to,TO,O
,Langhian,NNP,B-geo
,(,-LRB-,O
,c15,NN,O
,每,SYM,O
,20,CD,O
,Ma,NN,O
,),-RRB-,O
,.,.,O
Sentence: 4038,The,DT,O
,approach,NN,O
,to,IN,O
,solving,VBG,O
,this,DT,O
,problem,NN,O
,in,IN,O
,the,DT,O
,Khorat,NNP,B-geo
,Basin,NNP,I-geo
,was,VBD,O
,to,IN,O
,fi,NN,O
,rst,NN,O
,analyze,VB,O
,two,CD,O
,aliquots,NNS,O
,of,IN,O
,zircon,NN,O
,from,IN,O
,the,DT,O
,Mesozoic,NNP,B-tim
,Phra,NNP,I-tim
,Wihan,NNP,B-nat
,Formation,NN,I-nat
,",",",",O
,one,CD,O
,with,IN,O
,the,DT,O
,fi,NN,O
,ssion,NN,O
,-,HYPH,O
,track,NN,O
,method,NN,O
,and,CC,O
,one,CD,O
,with,IN,O
,the,DT,O
,U,NN,O
,/,HYPH,O
,Pb,NN,O
,method,NN,O
,(,-LRB-,O
,Carter,NNP,O
,and,CC,O
,Moss,NNP,O
,1999,CD,O
,),-RRB-,O
,Grains,NNS,B-nat
,dated,VBN,O
,with,IN,O
,the,DT,O
,FT,NN,O
,method,NN,O
,were,VBD,O
,removed,VBN,O
,from,IN,O
,their,PRP$,O
,Tefl,NNP,O
,on,IN,O
,mounts,NNS,O
,and,CC,O
,dated,VBN,O
,with,IN,O
,the,DT,O
,U,NN,O
,/,HYPH,O
,Pb,NN,O
,method,NN,O
,using,VBG,O
,an,DT,O
,ion,NN,O
,probe,NN,O
,(,-LRB-,O
,SHRIMP,NN,O
,),-RRB-,O
,.,.,O
Sentence: 4039,For,IN,O
,example,NN,O
,ZHe,NN,O
,dating,NN,O
,and,CC,O
,U,NN,O
,/,HYPH,O
,Pb,NN,O
,dating,NN,O
,done,VBN,O
,on,IN,O
,the,DT,O
,same,JJ,O
,single,JJ,O
,zircon,NN,B-nat
,grains,NNS,I-nat
,from,IN,O
,the,DT,O
,Jurassic,JJ,B-tim
,Navajo,NNP,I-tim
,sandstone,NN,O
,in,IN,O
,the,DT,O
,southwestern,JJ,O
,United,NNP,O
,States,NNP,O
,allowed,VBD,O
,a,DT,O
,robust,JJ,O
,interpretation,NN,O
,of,IN,O
,the,DT,O
,source,NN,O
,region,NN,O
,(,-LRB-,O
,Rahl,NNP,O
,et,FW,O
,al2003,FW,O
,),-RRB-,O
,.,.,O
Sentence: 4040,Brandon,NNP,O
,MT,NN,O
,",",",",O
,Roden,NNP,O
,-,HYPH,O
,Tice,NNP,O
,MK,NNP,O
,",",",",O
,Garver,NNP,O
,JI,NNP,O
,(,-LRB-,O
,1998,CD,O
,),-RRB-,O
,Late,JJ,B-tim
,Cenozoic,JJ,I-tim
,exhumation,NN,O
,of,IN,O
,the,DT,O
,Cascadia,NNP,O
,accretionary,JJ,O
,wedge,NN,O
,in,IN,O
,the,DT,O
,Olympic,JJ,B-geo
,Mountains,NNS,I-geo
,",",",",O
,northwest,JJ,O
,Washington,NNP,B-nat
,StateGSA,NNP,I-nat
,Bull,NNP,B-nat
,110:985,CD,O
,-,HYPH,O
,1009,CD,O
,.,.,O
Sentence: 4041,Carter,NNP,O
,A,NNP,O
,(,-LRB-,O
,1999,CD,O
,),-RRB-,O
,Present,NNP,B-tim
,status,NN,O
,and,CC,O
,future,JJ,O
,avenues,NNS,O
,of,IN,O
,source,NN,O
,region,NN,O
,discrimination,NN,O
,and,CC,O
,characterization,NN,O
,using,VBG,O
,fi,NN,O
,ssion,NN,O
,-,HYPH,O
,track,NN,O
,analysisSed,VBN,O
,Geol,NNP,O
,124:31:00,CD,O
,-,SYM,O
,45,CD,O
,.,.,O
Sentence: 4042,Garver,NNP,O
,JI,NNP,O
,",",",",O
,Brandon,NNP,O
,MT,NN,O
,(,-LRB-,O
,1994a,NN,O
,),-RRB-,O
,Fission,NN,O
,-,HYPH,O
,track,NN,O
,ages,NNS,O
,of,IN,O
,detrital,JJ,B-nat
,zircon,NN,I-nat
,from,IN,O
,Cretaceous,JJ,B-tim
,strata,NN,O
,",",",",O
,southern,JJ,O
,British,NNP,O
,Columbia,NNP,O
,:,:,O
,Implications,NNS,O
,for,IN,O
,the,DT,O
,Baja,NN,O
,BC,NN,O
,hypothesisTectonics,NNS,O
,0.820138889,CD,O
,-,HYPH,O
,420,CD,O
,.,.,O
Sentence: 4043,Heller,NNP,O
,PL,NN,O
,",",",",O
,Tabor,NNP,O
,RW,NNP,O
,",",",",O
,O＊Neil,NN,O
,",",",",O
,JR,NNP,O
,",",",",O
,Pevear,NNP,O
,DR,NNP,O
,",",",",O
,Shafi,NNP,O
,quillah,NNP,O
,M,NNP,O
,",",",",O
,Winslow,NNP,O
,NS,NNP,O
,(,-LRB-,O
,1992,CD,O
,),-RRB-,O
,Isotopic,JJ,O
,provenance,NN,O
,of,IN,O
,Paleogene,NNP,B-tim
,sandstones,NNS,O
,from,IN,O
,the,DT,O
,accretionary,JJ,O
,core,NN,O
,of,IN,O
,the,DT,O
,Olympic,JJ,B-geo
,Mountains,NNS,I-geo
,",",",",O
,Washington,NNP,B-nat
,:,:,O
,GSA,NNP,O
,Bull,NNP,O
,104,CD,O
,:,:,O
,140,CD,O
,-,HYPH,O
,153Hinderer,CD,O
,M,NN,O
,(,-LRB-,O
,2001,CD,O
,),-RRB-,O
,Late,JJ,B-tim
,Quaternary,JJ,I-tim
,denudation,NN,O
,of,IN,O
,the,DT,O
,Alps,NNPS,B-geo
,",",",",O
,valley,NN,O
,and,CC,O
,lake,NN,O
,fi,NN,O
,llings,NNS,O
,and,CC,O
,modern,JJ,O
,river,NN,O
,loads,NNS,O
,.,.,O
Sentence: 4044,Hinderer,NNP,O
,M,NNP,O
,(,-LRB-,O
,2001,CD,O
,),-RRB-,O
,Late,JJ,B-tim
,Quaternary,JJ,I-tim
,denudation,NN,O
,of,IN,O
,the,DT,O
,Alps,NNPS,B-geo
,",",",",O
,valley,NN,O
,and,CC,O
,lake,NN,O
,fi,NN,O
,llings,NNS,O
,and,CC,O
,modern,JJ,O
,river,NN,O
,loadsGeodinamica,NNP,O
,Acta,NNP,O
,14,CD,O
,:,:,O
,231,CD,O
,-,HYPH,O
,263,CD,O
,.,.,O
Sentence: 4045,Shapiro,NNP,O
,MN,NNP,O
,",",",",O
,Soloviev,NNP,O
,AV,NN,O
,",",",",O
,Garver,NNP,O
,JI,NNP,O
,",",",",O
,Brandon,NNP,O
,MT,NN,O
,(,-LRB-,O
,2001,CD,O
,),-RRB-,O
,Sources,NNS,O
,of,IN,O
,zircons,NNS,O
,from,IN,O
,Cretaceous,JJ,B-tim
,and,CC,O
,Lower,JJR,B-tim
,Paleogene,NNP,I-tim
,terrigenous,JJ,O
,sequences,NNS,O
,of,IN,O
,the,DT,O
,southern,JJ,O
,Koryak,NNP,B-geo
,upland,NN,O
,and,CC,O
,western,JJ,O
,KamchatkaLith,NNP,O
,Mineral,NNP,O
,Resource,NNP,O
,36:322,CD,O
,-,HYPH,O
,336,CD,O
,.,.,O
Sentence: 4046,Stewart,NNP,O
,RJ,NNP,O
,",",",",O
,Brandon,NNP,O
,MT,NN,O
,(,-LRB-,O
,2004,CD,O
,),-RRB-,O
,Detrital,JJ,O
,zircon,NN,B-nat
,fi,NN,I-nat
,ssion,NN,O
,-,HYPH,O
,track,NN,O
,ages,NNS,B-nat
,for,IN,O
,the,DT,O
,※,``,O
,Hoh,NN,B-nat
,Formation,NN,I-nat
,§,'',O
,:,:,O
,Implications,NNS,O
,for,IN,O
,late,JJ,O
,Cenozoic,JJ,B-tim
,evolution,NN,O
,of,IN,O
,the,DT,O
,Cascadia,NNP,O
,subduction,NN,O
,wedgeGSA,NNP,O
,Bull,NNP,O
,116:60,CD,O
,-,SYM,O
,75,CD,O
,.,.,O
Sentence: 4047,In,IN,O
,:,:,O
,Proceedings,NNPS,O
,of,IN,O
,the,DT,O
,Symposium,NNP,O
,on,IN,O
,Mesozoic,NNP,B-tim
,and,CC,O
,Cenozoic,NNP,B-tim
,GeologyJiqing,NNP,I-tim
,H,NN,B-tim
,(,-LRB-,O
,ed,NN,O
,),-RRB-,O
,Geological,JJ,O
,Publishing,NNP,O
,House,NNP,O
,",",",",O
,Beijing,NNP,O
,",",",",O
,p,NN,O
,481,CD,O
,-,HYPH,O
,494,CD,O
,.,.,O
Sentence: 4048,Gas,NN,O
,venting,VBG,O
,triggered,VBN,O
,by,IN,O
,overpressure,NN,O
,in,IN,O
,contact,NN,O
,aureoles,NNS,O
,within,IN,O
,shale,NN,O
,has,VBZ,O
,been,VBN,O
,proposed,VBN,O
,to,TO,O
,have,VB,O
,caused,VBN,O
,global,JJ,O
,climate,NN,O
,changes,NNS,O
,in,IN,O
,the,DT,O
,end,NN,O
,-,HYPH,O
,Permian,NNP,O
,",",",",O
,Early,JJ,B-tim
,Jurassic,JJ,I-tim
,(,-LRB-,O
,Toarcian,NNP,B-tim
,),-RRB-,O
,",",",",O
,and,CC,O
,at,IN,O
,the,DT,O
,Paleocene,NNP,O
,-,HYPH,O
,Eocene,NNP,O
,boundary,NN,O
,(,-LRB-,O
,Svensen,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2004,CD,O
,",",",",O
,2007,CD,O
,",",",",O
,2009,CD,O
,),-RRB-,O
,.,.,O
,The,DT,O
,aim,NN,O
,of,IN,O
,this,DT,O
,study,NN,O
,is,VBZ,O
,to,TO,O
,understand,VB,O
,the,DT,B-nat
,formation,NN,I-nat
,of,IN,O
,sandstone,NN,B-nat
,intrusions,NNS,I-nat
,in,IN,O
,dolerite,NNP,O
,sills,NNS,O
,.,.,O
Sentence: 4049,The,DT,O
,sediments,NNS,O
,were,VBD,O
,deposited,VBN,O
,from,IN,O
,the,DT,O
,late,JJ,O
,Carboniferous,NNP,B-tim
,to,IN,O
,the,DT,O
,Middle,JJ,B-geo
,Jurassic,JJ,I-geo
,",",",",O
,in,IN,O
,an,DT,O
,environment,NN,O
,ranging,VBG,O
,from,IN,O
,dominantly,RB,O
,marine,JJ,O
,(,-LRB-,O
,the,DT,O
,Dwyka,NNP,B-geo
,and,CC,O
,Ecca,NNP,B-nat
,Groups,NNP,I-nat
,),-RRB-,O
,to,TO,O
,fl,VB,O
,uvial,JJ,O
,(,-LRB-,O
,theBeaufort,NNP,B-nat
,Group,NNP,I-nat
,and,CC,O
,parts,NNS,O
,of,IN,O
,the,DT,O
,Stormberg,NNP,O
,Group,NNP,B-nat
,),-RRB-,O
,and,CC,O
,eolian,NN,O
,(,-LRB-,O
,upper,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,Stormberg,NNP,O
,Group,NNP,B-nat
,),-RRB-,O
,(,-LRB-,O
,Catuneanu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1998,CD,O
,;,:,O
,Veevers,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1994,CD,O
,),-RRB-,O
,.,.,O
Sentence: 4050,Both,DT,O
,southern,JJ,O
,Africa,NNP,B-geo
,and,CC,O
,Antarctica,NNP,B-geo
,underwent,VBD,O
,extensive,JJ,O
,volcanic,JJ,O
,activity,NN,O
,in,IN,O
,early,JJ,O
,Jurassic,JJ,B-tim
,times,NNS,O
,",",",",O
,starting,VBG,O
,ca182,NN,O
,0.5,CD,O
,Ma,NNP,O
,.,.,O
Sentence: 4051,The,DT,O
,intruded,JJ,O
,sediments,NNS,O
,are,VBP,O
,mainly,RB,O
,sandstones,NNS,O
,",",",",O
,all,DT,O
,from,IN,O
,the,DT,O
,Permian,NNP,B-geo
,and,CC,O
,Triassic,NNP,B-tim
,Beaufort,NNP,I-tim
,GroupAn,NNP,B-tim
,overview,NN,O
,of,IN,O
,the,DT,O
,locality,NN,O
,is,VBZ,O
,given,VBN,O
,in,IN,O
,Figure,NN,O
,2A,NN,O
,.,.,O
Sentence: 4052,Retallack,NNP,O
,",",",",O
,G.,NNP,O
,",",",",O
,and,CC,O
,Jahren,NNP,O
,",",",",O
,A.H.,NNP,O
,",",",",O
,2008,CD,O
,",",",",O
,Methane,NN,O
,release,NN,O
,from,IN,O
,igneous,JJ,O
,intrusion,NN,O
,of,IN,O
,coal,NN,O
,during,IN,O
,Late,JJ,B-tim
,Permian,NNP,I-tim
,extinction,NN,O
,events,NNS,O
,:,:,O
,Journal,NNP,O
,of,IN,O
,Geology,NNP,O
,",",",",O
,v116,NN,O
,",",",",O
,p,NN,O
,.,.,O
Sentence: 4053,B.,NNP,O
,",",",",O
,Myklebust,NNP,O
,",",",",O
,R.,NNP,O
,",",",",O
,Rasmussen,NNP,O
,Eidem,NNP,O
,",",",",O
,T.,NNP,O
,",",",",O
,and,CC,O
,Rey,NNP,O
,",",",",O
,S.S.,NNP,B-geo
,",",",",O
,2004,CD,O
,",",",",O
,Release,NN,O
,of,IN,O
,methane,NN,O
,from,IN,O
,a,DT,O
,volcanic,JJ,O
,basin,NN,O
,as,IN,O
,a,DT,O
,mechanism,NN,O
,for,IN,O
